account_id,observation_date,is_churn,like_per_month,newfriend_per_month,post_per_month,adview_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,account_tenure,adview_per_post,reply_per_message,like_per_post,post_per_message,unfriend_per_newfriend,dislike_pcnt,unfriend_per_newfriend_scaled,newfriend_pcnt_chng,days_since_newfriend,unfriend_28day_avg_84day_obs,unfriend_28day_avg_84day_obs_scaled
8354,2020-03-17,False,175.0,8.0,42.0,87.0,16.0,0.0,161.0,27.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8407,2020-03-17,False,29.0,1.0,23.0,8.0,1.0,2.0,25.0,8.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8415,2020-03-17,False,3.0,1.0,0.0,10.0,1.0,0.0,18.0,3.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8453,2020-03-17,False,45.0,2.0,25.0,55.0,2.0,0.0,4.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8495,2020-03-17,False,13.0,1.0,1.0,3.0,2.0,0.0,54.0,15.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8505,2020-03-17,False,13.0,1.0,26.0,16.0,27.0,2.0,4.0,3.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8512,2020-03-17,False,101.0,6.0,21.0,40.0,3.0,0.0,16.0,3.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8589,2020-03-17,False,911.0,24.0,249.0,130.0,12.0,0.0,28.0,10.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8608,2020-03-17,False,129.0,4.0,13.0,7.0,91.0,1.0,219.0,81.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8618,2020-03-17,False,19.0,1.0,10.0,9.0,22.0,0.0,192.0,73.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8645,2020-03-17,False,9.0,1.0,5.0,2.0,4.0,0.0,7.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8646,2020-03-17,False,21.0,3.0,16.0,9.0,18.0,1.0,23.0,6.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8651,2020-03-17,False,22.0,0.0,8.0,10.0,5.0,1.0,35.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8658,2020-03-17,False,36.0,0.0,5.0,27.0,0.0,1.0,24.0,4.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8671,2020-03-17,False,6.0,7.0,27.0,7.0,1.0,1.0,37.0,10.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8689,2020-03-17,False,40.0,26.0,36.0,22.0,35.0,0.0,25.0,12.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8714,2020-03-17,False,30.0,7.0,21.0,7.0,25.0,0.0,37.0,8.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8758,2020-03-17,False,32.0,0.0,9.0,3.0,2.0,2.0,5.0,3.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8818,2020-03-17,False,107.0,13.0,38.0,26.0,16.0,0.0,76.0,41.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8822,2020-03-17,False,11.0,2.0,2.0,17.0,9.0,0.0,7.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8843,2020-03-17,False,51.0,2.0,37.0,48.0,14.0,0.0,8.0,10.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8863,2020-03-17,True,154.0,16.0,196.0,195.0,20.0,0.0,64.0,38.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8922,2020-03-17,False,431.0,19.0,104.0,28.0,25.0,1.0,52.0,25.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8924,2020-03-17,False,39.0,2.0,123.0,18.0,3.0,1.0,25.0,10.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8950,2020-03-17,False,32.0,2.0,43.0,12.0,6.0,2.0,12.0,3.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8967,2020-03-17,False,67.0,3.0,18.0,5.0,10.0,0.0,8.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8997,2020-03-17,False,355.0,11.0,75.0,65.0,22.0,1.0,67.0,40.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9209,2020-03-17,False,118.0,4.0,25.0,36.0,16.0,0.0,1.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9212,2020-03-17,False,32.0,1.0,10.0,9.0,8.0,0.0,51.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9326,2020-03-17,False,70.0,7.0,11.0,4.0,19.0,0.0,35.0,21.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9330,2020-03-17,False,76.0,8.0,10.0,1.0,11.0,0.0,90.0,43.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9354,2020-03-17,False,75.0,3.0,19.0,16.0,11.0,0.0,88.0,42.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9412,2020-03-17,False,65.0,7.0,125.0,38.0,3.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9465,2020-03-17,False,122.0,27.0,114.0,65.0,46.0,0.0,8.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9473,2020-03-17,False,68.0,6.0,31.0,30.0,16.0,0.0,3.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9560,2020-03-17,False,31.0,12.0,52.0,32.0,21.0,0.0,30.0,7.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9629,2020-03-17,False,66.0,8.0,43.0,11.0,27.0,0.0,26.0,7.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9630,2020-03-17,False,21.0,3.0,3.0,14.0,6.0,0.0,34.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9665,2020-03-17,False,0.0,0.0,0.0,2.0,0.0,0.0,29.0,15.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9696,2020-03-17,False,221.0,6.0,74.0,13.0,13.0,0.0,24.0,16.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9716,2020-03-17,False,120.0,8.0,68.0,96.0,7.0,0.0,22.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9742,2020-03-17,False,5.0,1.0,6.0,39.0,2.0,0.0,37.0,21.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9766,2020-03-17,False,33.0,4.0,0.0,4.0,8.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9806,2020-03-17,False,18.0,0.0,3.0,9.0,8.0,0.0,70.0,31.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9861,2020-03-17,False,8.0,0.0,3.0,15.0,2.0,0.0,24.0,8.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9934,2020-03-17,False,17.0,11.0,43.0,25.0,17.0,0.0,2.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9975,2020-03-17,False,28.0,2.0,37.0,29.0,15.0,0.0,19.0,6.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10017,2020-03-17,False,15.0,1.0,5.0,3.0,3.0,0.0,13.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10061,2020-03-17,False,27.0,4.0,8.0,7.0,9.0,0.0,7.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10131,2020-03-17,False,176.0,18.0,41.0,17.0,9.0,1.0,456.0,167.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10141,2020-03-17,False,11.0,2.0,2.0,6.0,5.0,0.0,3.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10150,2020-03-17,False,57.0,9.0,16.0,47.0,37.0,0.0,29.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10204,2020-03-17,False,140.0,13.0,233.0,153.0,15.0,0.0,11.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10259,2020-03-17,False,58.0,2.0,9.0,8.0,6.0,0.0,10.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10262,2020-03-17,False,178.0,5.0,53.0,48.0,24.0,0.0,17.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10263,2020-03-17,False,119.0,10.0,106.0,98.0,32.0,0.0,81.0,36.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10271,2020-03-17,False,61.0,13.0,28.0,14.0,8.0,0.0,13.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10280,2020-03-17,False,44.0,2.0,8.0,20.0,7.0,0.0,125.0,82.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10294,2020-03-17,False,184.0,3.0,91.0,60.0,22.0,0.0,165.0,69.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10305,2020-03-17,False,8.0,4.0,29.0,19.0,1.0,0.0,10.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10307,2020-03-17,False,4.0,5.0,19.0,19.0,1.0,1.0,53.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10311,2020-03-17,False,10.0,0.0,1.0,5.0,2.0,1.0,25.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10324,2020-03-17,False,5.0,1.0,4.0,6.0,2.0,1.0,13.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10361,2020-03-17,False,219.0,13.0,95.0,128.0,78.0,0.0,16.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10423,2020-03-17,False,4.0,0.0,4.0,2.0,4.0,0.0,4.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10482,2020-03-17,False,3.0,0.0,3.0,1.0,1.0,0.0,17.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10509,2020-03-17,False,11.0,7.0,19.0,10.0,24.0,0.0,4.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10536,2020-03-17,False,20.0,9.0,12.0,13.0,12.0,0.0,7.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10540,2020-03-17,False,3.0,1.0,1.0,2.0,2.0,0.0,7.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10588,2020-03-17,False,14.0,6.0,12.0,19.0,13.0,1.0,10.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10613,2020-03-17,False,53.0,3.0,8.0,3.0,0.0,0.0,15.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10625,2020-03-17,False,14.0,4.0,5.0,7.0,7.0,0.0,13.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10630,2020-03-17,False,5.0,2.0,2.0,43.0,3.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10637,2020-03-17,False,23.0,9.0,70.0,21.0,6.0,0.0,19.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10699,2020-03-17,False,732.0,13.0,930.0,279.0,36.0,0.0,74.0,43.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10701,2020-03-17,False,57.0,3.0,87.0,23.0,5.0,0.0,161.0,58.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10705,2020-03-17,False,2.0,4.0,18.0,9.0,2.0,0.0,6.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10715,2020-03-17,False,236.0,6.0,37.0,90.0,18.0,0.0,70.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10721,2020-03-17,False,34.0,1.0,5.0,6.0,1.0,0.0,25.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10736,2020-03-17,False,52.0,8.0,39.0,22.0,11.0,0.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10754,2020-03-17,True,3.0,3.0,6.0,7.0,26.0,0.0,11.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10770,2020-03-17,False,28.0,5.0,76.0,26.0,54.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10792,2020-03-17,False,192.0,9.0,260.0,159.0,53.0,0.0,398.0,178.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10805,2020-03-17,False,2.0,2.0,4.0,8.0,10.0,0.0,14.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10834,2020-03-17,False,156.0,7.0,27.0,48.0,13.0,0.0,12.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10874,2020-03-17,False,5.0,0.0,0.0,8.0,1.0,0.0,19.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10887,2020-03-17,False,9.0,0.0,1.0,9.0,2.0,0.0,5.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10889,2020-03-17,False,177.0,5.0,45.0,109.0,17.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10930,2020-03-17,False,11.0,2.0,16.0,10.0,0.0,0.0,23.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2020-03-18,False,8.0,3.0,21.0,21.0,6.0,0.0,8.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2020-03-18,False,63.0,3.0,17.0,18.0,41.0,0.0,9.0,6.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2020-03-18,False,25.0,6.0,23.0,19.0,15.0,0.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,2020-03-18,False,29.0,10.0,26.0,12.0,12.0,0.0,34.0,18.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2020-03-18,False,4.0,2.0,5.0,2.0,8.0,0.0,545.0,238.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,2020-03-18,False,105.0,7.0,24.0,140.0,15.0,0.0,27.0,7.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,2020-03-18,False,15.0,1.0,13.0,23.0,1.0,0.0,20.0,6.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,2020-03-18,False,94.0,6.0,151.0,9.0,40.0,0.0,11.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,2020-03-18,False,46.0,5.0,103.0,38.0,9.0,0.0,171.0,72.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,2020-03-18,True,13.0,1.0,9.0,14.0,5.0,1.0,5.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,2020-03-18,False,15.0,2.0,15.0,0.0,2.0,0.0,17.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2020-03-18,False,26.0,0.0,2.0,7.0,6.0,0.0,43.0,14.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,2020-03-18,False,47.0,1.0,42.0,14.0,4.0,1.0,20.0,7.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,2020-03-18,False,12.0,3.0,12.0,6.0,3.0,1.0,21.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,2020-03-18,False,13.0,1.0,5.0,3.0,0.0,0.0,1.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,2020-03-18,False,53.0,1.0,9.0,13.0,15.0,1.0,64.0,41.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,2020-03-18,False,37.0,6.0,5.0,12.0,3.0,0.0,8.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,2020-03-18,False,46.0,2.0,50.0,11.0,30.0,0.0,4.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,2020-03-18,False,17.0,0.0,8.0,8.0,3.0,0.0,22.0,7.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,2020-03-18,False,154.0,5.0,36.0,124.0,12.0,0.0,83.0,38.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,2020-03-18,False,22.0,2.0,5.0,7.0,2.0,0.0,4.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,2020-03-18,False,55.0,10.0,77.0,58.0,23.0,0.0,18.0,9.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,2020-03-18,False,84.0,3.0,40.0,13.0,5.0,1.0,64.0,20.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,2020-03-18,False,67.0,4.0,3.0,14.0,6.0,0.0,14.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,2020-03-18,False,138.0,12.0,18.0,54.0,27.0,0.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,2020-03-18,False,36.0,4.0,64.0,17.0,9.0,0.0,81.0,10.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,2020-03-18,False,212.0,14.0,31.0,46.0,5.0,0.0,1.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,2020-03-18,False,149.0,14.0,80.0,280.0,16.0,0.0,170.0,49.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,2020-03-18,False,334.0,11.0,13.0,37.0,52.0,0.0,1374.0,505.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,2020-03-18,False,243.0,8.0,34.0,20.0,20.0,0.0,274.0,75.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,2020-03-18,False,73.0,2.0,17.0,11.0,5.0,0.0,66.0,47.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,2020-03-18,True,2.0,9.0,4.0,5.0,9.0,0.0,1.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,2020-03-18,False,24.0,6.0,2.0,13.0,2.0,1.0,11.0,6.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,2020-03-18,False,22.0,7.0,50.0,74.0,12.0,2.0,3.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,2020-03-18,False,4.0,1.0,20.0,9.0,4.0,0.0,3.0,6.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,2020-03-18,False,80.0,3.0,13.0,27.0,37.0,0.0,68.0,23.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,2020-03-18,False,64.0,12.0,70.0,15.0,7.0,0.0,28.0,15.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,2020-03-18,False,215.0,12.0,31.0,62.0,5.0,0.0,83.0,39.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,2020-03-18,False,45.0,2.0,24.0,12.0,53.0,0.0,55.0,18.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,2020-03-18,False,2.0,0.0,3.0,2.0,0.0,1.0,12.0,9.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,2020-03-18,False,1.0,1.0,0.0,1.0,7.0,0.0,40.0,10.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,2020-03-18,False,13.0,5.0,13.0,25.0,11.0,0.0,15.0,17.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,2020-03-18,False,34.0,1.0,15.0,30.0,1.0,0.0,96.0,20.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,2020-03-18,False,58.0,4.0,13.0,4.0,4.0,0.0,26.0,6.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571,2020-03-18,False,29.0,3.0,3.0,31.0,11.0,0.0,12.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,2020-03-18,False,66.0,3.0,31.0,8.0,6.0,0.0,41.0,7.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1677,2020-03-18,False,18.0,4.0,35.0,14.0,4.0,0.0,23.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,2020-03-18,False,48.0,4.0,15.0,23.0,11.0,0.0,18.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,2020-03-18,False,25.0,2.0,40.0,30.0,7.0,0.0,12.0,7.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723,2020-03-18,False,8.0,0.0,3.0,3.0,2.0,1.0,170.0,67.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,2020-03-18,False,20.0,5.0,6.0,13.0,6.0,1.0,3.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759,2020-03-18,False,108.0,34.0,268.0,75.0,10.0,0.0,475.0,155.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,2020-03-18,False,17.0,5.0,6.0,6.0,2.0,0.0,71.0,46.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1891,2020-03-18,False,96.0,8.0,59.0,88.0,9.0,1.0,105.0,46.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,2020-03-18,False,41.0,2.0,17.0,7.0,1.0,0.0,94.0,42.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1939,2020-03-18,False,27.0,3.0,16.0,25.0,5.0,1.0,26.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,2020-03-18,False,16.0,2.0,5.0,3.0,25.0,0.0,62.0,36.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2020-03-18,False,23.0,6.0,8.0,15.0,11.0,0.0,9.0,6.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,2020-03-18,False,95.0,9.0,29.0,111.0,25.0,1.0,19.0,11.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2056,2020-03-18,False,123.0,20.0,46.0,56.0,7.0,0.0,15.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,2020-03-18,False,10.0,1.0,26.0,43.0,4.0,0.0,84.0,44.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
