account_id,last_metric_time,like_per_month,newfriend_per_month,post_per_month,adview_feed_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,account_tenure
3118,2020-05-10,38.0,4.0,31.0,31.0,13.0,0.0,5.0,5.0,105.0
3119,2020-05-10,16.0,6.0,15.0,72.0,10.0,0.0,4.0,0.0,106.0
3120,2020-05-10,1.0,2.0,6.0,2.0,6.0,0.0,14.0,1.0,107.0
3121,2020-05-10,44.0,18.0,7.0,8.0,1.0,0.0,267.0,109.0,127.0
3123,2020-05-10,67.0,23.0,57.0,189.0,26.0,0.0,47.0,14.0,103.0
3124,2020-05-10,120.0,5.0,56.0,26.0,16.0,0.0,13.0,3.0,109.0
3125,2020-05-10,9.0,1.0,14.0,3.0,0.0,0.0,0.0,0.0,123.0
3126,2020-05-10,4.0,2.0,1.0,2.0,4.0,1.0,28.0,10.0,120.0
3127,2020-05-10,230.0,4.0,90.0,147.0,30.0,0.0,40.0,7.0,122.0
3128,2020-05-10,27.0,2.0,29.0,27.0,4.0,2.0,1.0,0.0,120.0
3129,2020-05-10,273.0,2.0,46.0,46.0,84.0,0.0,11.0,2.0,124.0
3130,2020-05-10,21.0,7.0,25.0,18.0,6.0,0.0,5.0,6.0,128.0
3131,2020-05-10,41.0,3.0,2.0,13.0,13.0,0.0,22.0,4.0,118.0
3132,2020-05-10,179.0,8.0,51.0,47.0,4.0,1.0,4.0,2.0,120.0
3134,2020-05-10,54.0,5.0,21.0,41.0,26.0,1.0,5.0,0.0,128.0
3135,2020-05-10,6.0,4.0,29.0,34.0,5.0,1.0,19.0,11.0,100.0
3136,2020-05-10,19.0,4.0,14.0,8.0,3.0,1.0,117.0,44.0,102.0
3137,2020-05-10,67.0,3.0,18.0,234.0,18.0,1.0,24.0,1.0,115.0
3138,2020-05-10,27.0,6.0,6.0,8.0,1.0,0.0,41.0,7.0,110.0
3139,2020-05-10,30.0,5.0,2.0,27.0,4.0,0.0,8.0,6.0,109.0
3140,2020-05-10,9.0,5.0,22.0,18.0,4.0,0.0,23.0,8.0,103.0
3141,2020-05-10,15.0,4.0,10.0,14.0,7.0,1.0,10.0,7.0,119.0
3142,2020-05-10,18.0,2.0,18.0,11.0,2.0,1.0,23.0,3.0,102.0
3143,2020-05-10,284.0,9.0,95.0,51.0,41.0,0.0,14.0,3.0,118.0
3144,2020-05-10,9.0,0.0,7.0,3.0,0.0,1.0,5.0,3.0,123.0
3145,2020-05-10,55.0,1.0,20.0,0.0,9.0,0.0,86.0,42.0,122.0
3146,2020-05-10,26.0,5.0,17.0,73.0,21.0,2.0,39.0,24.0,129.0
3147,2020-05-10,26.0,4.0,60.0,34.0,4.0,0.0,66.0,40.0,242.0
3148,2020-05-10,22.0,0.0,7.0,2.0,1.0,0.0,33.0,9.0,116.0
3149,2020-05-10,71.0,11.0,43.0,14.0,10.0,1.0,93.0,37.0,100.0
3150,2020-05-10,15.0,5.0,53.0,93.0,5.0,0.0,27.0,12.0,106.0
3151,2020-05-10,210.0,7.0,51.0,17.0,13.0,0.0,15.0,14.0,120.0
3153,2020-05-10,56.0,3.0,73.0,34.0,12.0,1.0,66.0,38.0,108.0
3155,2020-05-10,99.0,5.0,101.0,42.0,99.0,0.0,6.0,2.0,115.0
3156,2020-05-10,9.0,9.0,15.0,20.0,6.0,0.0,81.0,31.0,105.0
3157,2020-05-10,19.0,8.0,7.0,38.0,17.0,0.0,8.0,7.0,122.0
3160,2020-05-10,12.0,1.0,5.0,16.0,9.0,1.0,143.0,48.0,111.0
3161,2020-05-10,24.0,6.0,65.0,10.0,6.0,0.0,11.0,3.0,104.0
3162,2020-05-10,403.0,7.0,24.0,131.0,49.0,0.0,367.0,192.0,102.0
3163,2020-05-10,117.0,7.0,42.0,60.0,19.0,0.0,238.0,90.0,108.0
3165,2020-05-10,29.0,5.0,7.0,15.0,16.0,1.0,8.0,8.0,111.0
3166,2020-05-10,18.0,0.0,22.0,10.0,6.0,0.0,70.0,30.0,115.0
3167,2020-05-10,37.0,5.0,40.0,3.0,10.0,0.0,65.0,7.0,101.0
3168,2020-05-10,184.0,17.0,53.0,50.0,25.0,1.0,16.0,10.0,125.0
3169,2020-05-10,17.0,7.0,23.0,7.0,4.0,1.0,2.0,0.0,109.0
3172,2020-05-10,53.0,12.0,103.0,52.0,32.0,0.0,98.0,17.0,101.0
3173,2020-05-10,131.0,8.0,23.0,13.0,18.0,0.0,7.0,2.0,126.0
3174,2020-05-10,19.0,1.0,4.0,2.0,8.0,1.0,13.0,2.0,103.0
3175,2020-05-10,23.0,0.0,21.0,1.0,8.0,0.0,10.0,4.0,120.0
3177,2020-05-10,315.0,1.0,27.0,32.0,13.0,0.0,30.0,14.0,109.0
3178,2020-05-10,25.0,0.0,40.0,23.0,7.0,0.0,65.0,31.0,129.0
3179,2020-05-10,51.0,2.0,18.0,21.0,16.0,1.0,1680.0,724.0,110.0
3180,2020-05-10,192.0,19.0,275.0,49.0,1.0,0.0,43.0,27.0,105.0
3181,2020-05-10,978.0,10.0,337.0,89.0,51.0,0.0,33.0,5.0,107.0
3182,2020-05-10,62.0,5.0,12.0,9.0,6.0,1.0,423.0,132.0,113.0
3183,2020-05-10,12.0,0.0,9.0,9.0,3.0,0.0,28.0,16.0,129.0
3184,2020-05-10,182.0,14.0,42.0,11.0,5.0,0.0,16.0,9.0,114.0
3186,2020-05-10,7.0,1.0,2.0,0.0,6.0,1.0,7.0,0.0,116.0
3187,2020-05-10,115.0,9.0,56.0,31.0,25.0,0.0,33.0,9.0,103.0
3188,2020-05-10,50.0,3.0,9.0,6.0,16.0,0.0,35.0,24.0,117.0
3189,2020-05-10,183.0,2.0,34.0,45.0,19.0,0.0,67.0,8.0,115.0
3190,2020-05-10,9.0,5.0,12.0,10.0,4.0,0.0,2.0,0.0,111.0
3191,2020-05-10,10.0,1.0,26.0,1.0,18.0,0.0,26.0,14.0,115.0
3192,2020-05-10,61.0,4.0,26.0,7.0,1.0,0.0,6.0,0.0,111.0
3193,2020-05-10,83.0,22.0,34.0,75.0,3.0,0.0,0.0,0.0,128.0
3194,2020-05-10,70.0,10.0,46.0,92.0,18.0,0.0,315.0,44.0,120.0
3195,2020-05-10,33.0,3.0,10.0,40.0,10.0,0.0,10.0,8.0,105.0
3196,2020-05-10,317.0,20.0,75.0,62.0,128.0,0.0,20.0,9.0,125.0
3198,2020-05-10,170.0,8.0,53.0,36.0,20.0,0.0,63.0,7.0,129.0
3199,2020-05-10,5.0,1.0,3.0,2.0,1.0,0.0,96.0,35.0,123.0
3200,2020-05-10,115.0,3.0,26.0,17.0,10.0,2.0,50.0,31.0,118.0
3202,2020-05-10,58.0,23.0,120.0,25.0,9.0,0.0,0.0,1.0,110.0
3203,2020-05-10,96.0,8.0,47.0,31.0,22.0,2.0,5.0,0.0,108.0
3204,2020-05-10,5.0,0.0,5.0,2.0,5.0,0.0,2.0,1.0,125.0
3205,2020-05-10,434.0,6.0,78.0,46.0,47.0,0.0,46.0,26.0,130.0
3206,2020-05-10,41.0,1.0,31.0,31.0,6.0,0.0,5.0,2.0,112.0
3207,2020-05-10,33.0,15.0,27.0,50.0,11.0,0.0,32.0,15.0,107.0
3208,2020-05-10,175.0,21.0,89.0,178.0,24.0,0.0,13.0,1.0,113.0
3209,2020-05-10,45.0,2.0,12.0,21.0,20.0,0.0,22.0,5.0,104.0
3210,2020-05-10,1.0,0.0,1.0,2.0,1.0,0.0,9.0,0.0,118.0
3211,2020-05-10,120.0,7.0,44.0,74.0,17.0,1.0,35.0,4.0,106.0
3212,2020-05-10,511.0,14.0,241.0,342.0,127.0,0.0,111.0,49.0,116.0
3213,2020-05-10,4.0,1.0,0.0,4.0,0.0,0.0,26.0,4.0,114.0
3214,2020-05-10,46.0,3.0,16.0,31.0,11.0,0.0,7.0,2.0,111.0
3215,2020-05-10,117.0,2.0,11.0,23.0,87.0,3.0,52.0,26.0,118.0
3216,2020-05-10,21.0,0.0,22.0,16.0,4.0,0.0,579.0,36.0,107.0
3217,2020-05-10,41.0,0.0,31.0,11.0,18.0,0.0,19.0,5.0,129.0
3221,2020-05-10,153.0,6.0,7.0,65.0,10.0,1.0,1091.0,405.0,125.0
3222,2020-05-10,131.0,3.0,27.0,54.0,33.0,0.0,6.0,0.0,103.0
3223,2020-05-10,12.0,4.0,30.0,17.0,3.0,0.0,65.0,12.0,114.0
3224,2020-05-10,4.0,0.0,3.0,5.0,20.0,0.0,10.0,0.0,106.0
3225,2020-05-10,16.0,3.0,32.0,11.0,9.0,0.0,218.0,27.0,108.0
3226,2020-05-10,20.0,2.0,9.0,25.0,3.0,0.0,4.0,1.0,104.0
3227,2020-05-10,29.0,5.0,16.0,12.0,16.0,0.0,14.0,1.0,122.0
3228,2020-05-10,28.0,2.0,9.0,7.0,9.0,1.0,91.0,37.0,122.0
3230,2020-05-10,56.0,2.0,21.0,24.0,19.0,1.0,39.0,4.0,122.0
3231,2020-05-10,161.0,16.0,32.0,60.0,27.0,1.0,30.0,14.0,107.0
3232,2020-05-10,36.0,7.0,9.0,33.0,4.0,1.0,6.0,0.0,108.0
3233,2020-05-10,72.0,8.0,46.0,68.0,0.0,2.0,4.0,4.0,242.0
3234,2020-05-10,12.0,3.0,6.0,17.0,2.0,1.0,105.0,53.0,103.0
3236,2020-05-10,28.0,4.0,14.0,21.0,1.0,0.0,38.0,20.0,128.0
3237,2020-05-10,88.0,10.0,56.0,55.0,4.0,0.0,89.0,14.0,126.0
3238,2020-05-10,47.0,3.0,43.0,33.0,1.0,1.0,11.0,0.0,118.0
3239,2020-05-10,182.0,9.0,122.0,98.0,97.0,0.0,193.0,75.0,113.0
3240,2020-05-10,199.0,29.0,105.0,154.0,42.0,0.0,324.0,178.0,109.0
3241,2020-05-10,113.0,15.0,102.0,42.0,68.0,0.0,5.0,1.0,116.0
3242,2020-05-10,19.0,3.0,7.0,1.0,6.0,0.0,43.0,17.0,111.0
3243,2020-05-10,21.0,7.0,25.0,74.0,15.0,0.0,11.0,6.0,120.0
3244,2020-05-10,239.0,6.0,68.0,28.0,24.0,1.0,2.0,1.0,110.0
3246,2020-05-10,9.0,0.0,30.0,18.0,12.0,0.0,250.0,120.0,125.0
3248,2020-05-10,448.0,5.0,42.0,45.0,34.0,0.0,27.0,7.0,106.0
3250,2020-05-10,22.0,4.0,12.0,37.0,13.0,0.0,463.0,116.0,106.0
3252,2020-05-10,61.0,2.0,13.0,24.0,7.0,0.0,8.0,1.0,102.0
3253,2020-05-10,61.0,19.0,64.0,157.0,107.0,0.0,27.0,6.0,101.0
3254,2020-05-10,141.0,9.0,13.0,47.0,23.0,0.0,10.0,6.0,105.0
3255,2020-05-10,205.0,9.0,73.0,25.0,36.0,0.0,15.0,1.0,108.0
3256,2020-05-10,90.0,36.0,312.0,93.0,31.0,0.0,270.0,127.0,113.0
3257,2020-05-10,5.0,1.0,1.0,1.0,3.0,0.0,64.0,29.0,102.0
3258,2020-05-10,100.0,4.0,37.0,3.0,20.0,1.0,70.0,23.0,105.0
3259,2020-05-10,1.0,1.0,3.0,2.0,1.0,0.0,14.0,6.0,101.0
3260,2020-05-10,3.0,0.0,2.0,2.0,4.0,0.0,53.0,12.0,125.0
3261,2020-05-10,65.0,2.0,27.0,17.0,6.0,0.0,11.0,4.0,115.0
3262,2020-05-10,118.0,5.0,66.0,46.0,17.0,0.0,57.0,32.0,101.0
3263,2020-05-10,6.0,8.0,8.0,2.0,6.0,0.0,48.0,8.0,109.0
3264,2020-05-10,561.0,13.0,13.0,49.0,2.0,0.0,1.0,0.0,112.0
3265,2020-05-10,8.0,9.0,20.0,17.0,6.0,0.0,18.0,4.0,104.0
3267,2020-05-10,99.0,6.0,12.0,18.0,8.0,0.0,50.0,30.0,128.0
3268,2020-05-10,28.0,0.0,22.0,30.0,14.0,0.0,15.0,14.0,116.0
3269,2020-05-10,142.0,7.0,61.0,109.0,56.0,0.0,96.0,32.0,117.0
3270,2020-05-10,46.0,6.0,61.0,54.0,20.0,1.0,18.0,3.0,112.0
3271,2020-05-10,44.0,6.0,70.0,157.0,7.0,0.0,27.0,7.0,112.0
3272,2020-05-10,152.0,9.0,59.0,38.0,5.0,0.0,24.0,16.0,115.0
3273,2020-05-10,106.0,2.0,36.0,18.0,36.0,0.0,40.0,16.0,242.0
3274,2020-05-10,146.0,24.0,263.0,147.0,52.0,0.0,27.0,6.0,111.0
3275,2020-05-10,62.0,3.0,26.0,7.0,3.0,0.0,25.0,8.0,130.0
3276,2020-05-10,44.0,14.0,38.0,51.0,6.0,2.0,136.0,67.0,110.0
3277,2020-05-10,215.0,4.0,86.0,18.0,7.0,0.0,6.0,4.0,104.0
3278,2020-05-10,160.0,5.0,26.0,23.0,14.0,0.0,23.0,7.0,106.0
3279,2020-05-10,33.0,0.0,13.0,4.0,22.0,1.0,1098.0,303.0,126.0
3280,2020-05-10,84.0,4.0,53.0,38.0,0.0,0.0,9.0,4.0,110.0
3281,2020-05-10,139.0,12.0,115.0,42.0,13.0,1.0,10.0,2.0,124.0
3282,2020-05-10,283.0,37.0,60.0,70.0,110.0,0.0,479.0,189.0,105.0
3283,2020-05-10,127.0,6.0,72.0,23.0,36.0,0.0,12.0,1.0,130.0
3284,2020-05-10,16.0,2.0,28.0,6.0,22.0,2.0,28.0,10.0,242.0
3286,2020-05-10,23.0,1.0,4.0,2.0,6.0,0.0,11.0,14.0,125.0
3288,2020-05-10,82.0,3.0,18.0,63.0,21.0,0.0,104.0,35.0,112.0
3289,2020-05-10,55.0,3.0,69.0,48.0,11.0,0.0,28.0,6.0,122.0
3290,2020-05-10,2.0,0.0,3.0,3.0,0.0,0.0,57.0,38.0,109.0
3291,2020-05-10,44.0,9.0,194.0,100.0,21.0,1.0,64.0,53.0,113.0
3292,2020-05-10,35.0,1.0,61.0,5.0,7.0,0.0,3.0,3.0,100.0
3293,2020-05-10,3.0,0.0,3.0,1.0,6.0,1.0,7.0,1.0,107.0
3294,2020-05-10,7.0,0.0,7.0,3.0,2.0,0.0,10.0,2.0,111.0
3296,2020-05-10,21.0,1.0,13.0,47.0,13.0,0.0,63.0,17.0,115.0
3297,2020-05-10,26.0,4.0,18.0,14.0,46.0,0.0,16.0,10.0,242.0
3298,2020-05-10,100.0,3.0,21.0,65.0,65.0,0.0,58.0,50.0,128.0
3299,2020-05-10,49.0,4.0,20.0,16.0,3.0,0.0,37.0,9.0,113.0
3300,2020-05-10,57.0,7.0,96.0,60.0,11.0,1.0,73.0,43.0,127.0
3301,2020-05-10,148.0,32.0,164.0,54.0,10.0,0.0,9.0,3.0,123.0
3302,2020-05-10,24.0,4.0,24.0,14.0,5.0,0.0,2.0,0.0,115.0
3303,2020-05-10,358.0,11.0,64.0,48.0,24.0,0.0,151.0,71.0,118.0
3304,2020-05-10,19.0,3.0,10.0,31.0,6.0,0.0,11.0,4.0,102.0
3305,2020-05-10,102.0,8.0,68.0,60.0,8.0,0.0,17.0,10.0,104.0
3306,2020-05-10,31.0,1.0,46.0,35.0,9.0,0.0,23.0,4.0,110.0
3308,2020-05-10,240.0,20.0,20.0,24.0,13.0,0.0,43.0,24.0,127.0
3309,2020-05-10,16.0,9.0,31.0,23.0,7.0,1.0,47.0,8.0,123.0
3310,2020-05-10,38.0,0.0,70.0,27.0,9.0,0.0,15.0,9.0,128.0
3311,2020-05-10,26.0,1.0,18.0,3.0,16.0,0.0,18.0,11.0,120.0
3312,2020-05-10,131.0,13.0,38.0,95.0,18.0,0.0,111.0,66.0,124.0
3313,2020-05-10,22.0,4.0,11.0,35.0,7.0,0.0,93.0,48.0,124.0
3314,2020-05-10,60.0,9.0,26.0,48.0,50.0,1.0,9.0,2.0,100.0
3315,2020-05-10,92.0,10.0,20.0,8.0,8.0,0.0,50.0,26.0,242.0
3316,2020-05-10,47.0,5.0,21.0,9.0,5.0,1.0,2.0,1.0,109.0
3320,2020-05-10,143.0,11.0,58.0,20.0,5.0,0.0,18.0,11.0,130.0
3323,2020-05-10,62.0,5.0,14.0,34.0,3.0,0.0,0.0,1.0,118.0
3324,2020-05-10,149.0,8.0,83.0,30.0,10.0,0.0,15.0,2.0,124.0
3325,2020-05-10,123.0,13.0,31.0,54.0,47.0,0.0,24.0,3.0,128.0
3326,2020-05-10,10.0,3.0,1.0,8.0,3.0,1.0,52.0,23.0,105.0
3327,2020-05-10,57.0,5.0,42.0,54.0,11.0,0.0,10.0,6.0,128.0
3328,2020-05-10,197.0,16.0,27.0,125.0,14.0,0.0,107.0,15.0,113.0
3329,2020-05-10,79.0,22.0,448.0,42.0,18.0,2.0,38.0,23.0,123.0
3331,2020-05-10,2.0,1.0,0.0,0.0,0.0,0.0,525.0,267.0,101.0
3332,2020-05-10,36.0,1.0,13.0,10.0,6.0,0.0,402.0,141.0,100.0
3333,2020-05-10,535.0,35.0,261.0,92.0,137.0,0.0,413.0,140.0,101.0
3334,2020-05-10,22.0,11.0,4.0,7.0,47.0,0.0,1.0,0.0,128.0
3335,2020-05-10,46.0,6.0,31.0,18.0,22.0,0.0,50.0,26.0,125.0
3337,2020-05-10,223.0,7.0,79.0,28.0,5.0,0.0,55.0,27.0,127.0
3338,2020-05-10,41.0,3.0,1.0,3.0,36.0,0.0,177.0,98.0,118.0
3339,2020-05-10,113.0,18.0,37.0,25.0,9.0,2.0,167.0,21.0,126.0
3340,2020-05-10,21.0,0.0,23.0,10.0,5.0,0.0,0.0,0.0,126.0
3341,2020-05-10,189.0,18.0,23.0,31.0,73.0,1.0,103.0,34.0,101.0
3342,2020-05-10,39.0,1.0,21.0,13.0,6.0,1.0,181.0,73.0,111.0
3343,2020-05-10,2.0,0.0,8.0,6.0,10.0,0.0,13.0,9.0,115.0
3345,2020-05-10,34.0,0.0,25.0,12.0,3.0,1.0,6.0,2.0,122.0
3346,2020-05-10,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,113.0
3347,2020-05-10,330.0,21.0,116.0,133.0,35.0,0.0,16.0,3.0,126.0
3348,2020-05-10,0.0,1.0,7.0,9.0,3.0,0.0,117.0,37.0,109.0
3349,2020-05-10,13.0,5.0,10.0,8.0,4.0,1.0,48.0,25.0,127.0
3350,2020-05-10,575.0,16.0,104.0,200.0,80.0,0.0,318.0,115.0,111.0
3351,2020-05-10,87.0,9.0,19.0,18.0,14.0,0.0,277.0,96.0,120.0
3352,2020-05-10,239.0,13.0,47.0,347.0,31.0,0.0,15.0,2.0,110.0
3353,2020-05-10,19.0,1.0,18.0,12.0,3.0,1.0,148.0,77.0,106.0
3354,2020-05-10,168.0,6.0,84.0,111.0,51.0,0.0,80.0,12.0,111.0
3355,2020-05-10,57.0,13.0,30.0,33.0,4.0,0.0,93.0,49.0,119.0
3356,2020-05-10,60.0,17.0,23.0,15.0,40.0,0.0,38.0,22.0,129.0
3358,2020-05-10,50.0,4.0,31.0,69.0,61.0,0.0,45.0,20.0,105.0
3359,2020-05-10,35.0,2.0,23.0,17.0,7.0,0.0,3.0,6.0,109.0
3360,2020-05-10,35.0,0.0,20.0,3.0,12.0,1.0,6.0,1.0,111.0
3361,2020-05-10,32.0,2.0,38.0,44.0,22.0,1.0,193.0,104.0,116.0
3362,2020-05-10,12.0,2.0,7.0,2.0,3.0,1.0,48.0,11.0,117.0
3363,2020-05-10,45.0,6.0,18.0,31.0,1.0,0.0,2.0,0.0,114.0
3364,2020-05-10,29.0,2.0,16.0,18.0,17.0,1.0,9.0,2.0,110.0
3365,2020-05-10,135.0,7.0,17.0,54.0,24.0,0.0,37.0,19.0,102.0
3366,2020-05-10,5.0,4.0,8.0,6.0,18.0,1.0,14.0,2.0,100.0
3367,2020-05-10,169.0,13.0,116.0,306.0,6.0,0.0,112.0,42.0,109.0
3368,2020-05-10,10.0,1.0,6.0,28.0,25.0,0.0,206.0,54.0,106.0
3370,2020-05-10,281.0,9.0,33.0,100.0,61.0,0.0,692.0,211.0,125.0
3371,2020-05-10,72.0,5.0,20.0,51.0,1.0,1.0,40.0,13.0,101.0
3372,2020-05-10,6.0,3.0,5.0,4.0,9.0,1.0,247.0,107.0,125.0
3373,2020-05-10,71.0,4.0,8.0,25.0,6.0,0.0,51.0,24.0,115.0
3375,2020-05-10,5.0,0.0,0.0,4.0,4.0,0.0,6.0,0.0,129.0
3376,2020-05-10,59.0,7.0,67.0,18.0,4.0,0.0,70.0,39.0,126.0
3377,2020-05-10,29.0,2.0,0.0,5.0,1.0,0.0,129.0,25.0,108.0
3378,2020-05-10,29.0,0.0,7.0,16.0,2.0,0.0,155.0,51.0,119.0
3379,2020-05-10,667.0,36.0,570.0,190.0,197.0,1.0,212.0,154.0,106.0
3380,2020-05-10,62.0,2.0,6.0,9.0,15.0,0.0,1046.0,473.0,119.0
3381,2020-05-10,175.0,32.0,64.0,95.0,24.0,0.0,33.0,5.0,108.0
3382,2020-05-10,189.0,5.0,36.0,134.0,31.0,0.0,12.0,2.0,109.0
3384,2020-05-10,306.0,6.0,49.0,82.0,28.0,0.0,239.0,73.0,100.0
3385,2020-05-10,6.0,2.0,12.0,21.0,2.0,0.0,77.0,37.0,124.0
3386,2020-05-10,34.0,10.0,37.0,27.0,1.0,1.0,18.0,7.0,113.0
3387,2020-05-10,42.0,3.0,5.0,17.0,4.0,0.0,33.0,14.0,128.0
3388,2020-05-10,290.0,40.0,870.0,174.0,84.0,2.0,62.0,46.0,242.0
3389,2020-05-10,350.0,21.0,92.0,172.0,7.0,0.0,400.0,176.0,118.0
3390,2020-05-10,26.0,2.0,23.0,24.0,2.0,0.0,28.0,18.0,117.0
3391,2020-05-10,68.0,5.0,51.0,10.0,27.0,0.0,7.0,8.0,115.0
3392,2020-05-10,2.0,6.0,3.0,25.0,5.0,0.0,8.0,17.0,108.0
3393,2020-05-10,17.0,2.0,24.0,13.0,18.0,0.0,17.0,4.0,101.0
3394,2020-05-10,28.0,5.0,8.0,14.0,1.0,0.0,6.0,2.0,104.0
3395,2020-05-10,45.0,3.0,29.0,39.0,3.0,0.0,1.0,3.0,0.0
3396,2020-05-10,3.0,2.0,3.0,46.0,6.0,1.0,20.0,14.0,106.0
3397,2020-05-10,118.0,16.0,5.0,22.0,11.0,1.0,13.0,1.0,123.0
3398,2020-05-10,46.0,4.0,38.0,13.0,11.0,0.0,374.0,139.0,103.0
3399,2020-05-10,54.0,2.0,5.0,7.0,26.0,0.0,29.0,4.0,113.0
3400,2020-05-10,212.0,4.0,92.0,135.0,8.0,1.0,61.0,23.0,109.0
3402,2020-05-10,51.0,5.0,5.0,22.0,9.0,0.0,3.0,2.0,115.0
3403,2020-05-10,560.0,22.0,39.0,33.0,5.0,1.0,61.0,29.0,115.0
3404,2020-05-10,21.0,4.0,17.0,25.0,14.0,0.0,13.0,8.0,100.0
3405,2020-05-10,67.0,9.0,15.0,27.0,19.0,1.0,40.0,6.0,114.0
3407,2020-05-10,50.0,13.0,13.0,2.0,36.0,1.0,203.0,17.0,124.0
3408,2020-05-10,36.0,6.0,32.0,9.0,49.0,0.0,52.0,19.0,112.0
3409,2020-05-10,13.0,5.0,70.0,23.0,4.0,0.0,18.0,4.0,130.0
3410,2020-05-10,24.0,2.0,62.0,8.0,6.0,1.0,0.0,1.0,115.0
3411,2020-05-10,302.0,7.0,34.0,32.0,17.0,0.0,161.0,64.0,117.0
3413,2020-05-10,71.0,4.0,28.0,48.0,3.0,1.0,183.0,67.0,115.0
3415,2020-05-10,52.0,6.0,26.0,60.0,6.0,0.0,28.0,4.0,242.0
3416,2020-05-10,5.0,3.0,25.0,9.0,7.0,0.0,29.0,6.0,129.0
3417,2020-05-10,77.0,3.0,63.0,49.0,35.0,0.0,1.0,1.0,118.0
3418,2020-05-10,18.0,1.0,16.0,16.0,4.0,0.0,15.0,4.0,112.0
3419,2020-05-10,17.0,2.0,5.0,7.0,23.0,0.0,230.0,78.0,119.0
3420,2020-05-10,75.0,2.0,9.0,11.0,9.0,0.0,174.0,68.0,103.0
3421,2020-05-10,15.0,3.0,8.0,39.0,0.0,1.0,3.0,2.0,111.0
3422,2020-05-10,192.0,20.0,224.0,56.0,28.0,0.0,28.0,8.0,242.0
3423,2020-05-10,38.0,4.0,2.0,26.0,10.0,0.0,7.0,9.0,104.0
3424,2020-05-10,27.0,3.0,17.0,95.0,4.0,0.0,26.0,22.0,118.0
3425,2020-05-10,16.0,2.0,9.0,6.0,4.0,0.0,49.0,15.0,128.0
3426,2020-05-10,7.0,4.0,23.0,23.0,9.0,0.0,14.0,1.0,128.0
3427,2020-05-10,71.0,9.0,24.0,5.0,0.0,0.0,9.0,2.0,101.0
3428,2020-05-10,39.0,3.0,2.0,27.0,15.0,0.0,39.0,14.0,104.0
3430,2020-05-10,23.0,8.0,47.0,104.0,7.0,0.0,20.0,4.0,110.0
3431,2020-05-10,174.0,12.0,61.0,117.0,39.0,0.0,59.0,26.0,102.0
3432,2020-05-10,185.0,5.0,54.0,179.0,6.0,0.0,17.0,5.0,112.0
3433,2020-05-10,183.0,9.0,3.0,11.0,5.0,0.0,25.0,13.0,100.0
3434,2020-05-10,29.0,2.0,40.0,13.0,2.0,1.0,17.0,1.0,126.0
3435,2020-05-10,102.0,4.0,71.0,66.0,27.0,0.0,17.0,2.0,111.0
3436,2020-05-10,9.0,2.0,4.0,2.0,6.0,1.0,7.0,2.0,120.0
3437,2020-05-10,31.0,5.0,6.0,15.0,7.0,2.0,21.0,23.0,107.0
3438,2020-05-10,8.0,2.0,5.0,0.0,14.0,1.0,23.0,21.0,111.0
3440,2020-05-10,0.0,0.0,0.0,0.0,8.0,1.0,166.0,79.0,106.0
3441,2020-05-10,15.0,11.0,19.0,8.0,2.0,0.0,35.0,29.0,108.0
3442,2020-05-10,11.0,1.0,17.0,21.0,17.0,1.0,86.0,6.0,123.0
3443,2020-05-10,50.0,4.0,17.0,2.0,20.0,0.0,27.0,7.0,130.0
3444,2020-05-10,19.0,7.0,19.0,22.0,14.0,0.0,150.0,56.0,125.0
3445,2020-05-10,7.0,3.0,1.0,4.0,0.0,1.0,10.0,5.0,104.0
3446,2020-05-10,57.0,6.0,38.0,37.0,28.0,2.0,129.0,38.0,107.0
3447,2020-05-10,10.0,4.0,6.0,21.0,4.0,0.0,15.0,16.0,128.0
3448,2020-05-10,30.0,0.0,7.0,7.0,12.0,0.0,121.0,37.0,103.0
3449,2020-05-10,43.0,4.0,18.0,31.0,20.0,0.0,14.0,7.0,117.0
3450,2020-05-10,251.0,12.0,17.0,33.0,61.0,0.0,2.0,1.0,107.0
3452,2020-05-10,8.0,2.0,2.0,1.0,4.0,1.0,16.0,13.0,122.0
3453,2020-05-10,141.0,4.0,11.0,3.0,1.0,0.0,46.0,8.0,114.0
3454,2020-05-10,6.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,108.0
3455,2020-05-10,27.0,4.0,12.0,9.0,2.0,0.0,20.0,2.0,108.0
3457,2020-05-10,38.0,3.0,42.0,38.0,7.0,0.0,73.0,45.0,119.0
3458,2020-05-10,97.0,5.0,18.0,22.0,9.0,0.0,2.0,0.0,109.0
3459,2020-05-10,36.0,4.0,37.0,7.0,10.0,1.0,3.0,2.0,118.0
3460,2020-05-10,63.0,5.0,106.0,60.0,9.0,0.0,36.0,18.0,115.0
3461,2020-05-10,22.0,16.0,100.0,6.0,20.0,0.0,50.0,10.0,242.0
3462,2020-05-10,418.0,9.0,82.0,24.0,23.0,1.0,2.0,2.0,104.0
3463,2020-05-10,57.0,5.0,8.0,15.0,25.0,0.0,76.0,36.0,111.0
3464,2020-05-10,205.0,11.0,54.0,15.0,9.0,0.0,124.0,59.0,124.0
3465,2020-05-10,82.0,15.0,177.0,26.0,40.0,0.0,14.0,5.0,106.0
3466,2020-05-10,17.0,5.0,17.0,34.0,11.0,0.0,4.0,1.0,124.0
